Episode,Step,Action_Routed,Portfolio_Value,Reward,Epsilon
81,200,ETH: Buy COINBASE -> Sell BINANCE,309964.94,-0.1280,0.9763
82,50,BTC: Buy KRAKEN -> Sell BINANCE,307008.64,1.0267,0.9760
82,100,BTC: Buy KRAKEN -> Sell BINANCE,309339.88,1.1075,0.9760
82,150,BNB: Buy COINBASE -> Sell KRAKEN,307705.16,0.3375,0.9760
82,200,BNB: Buy BINANCE -> Sell COINBASE,309891.38,0.2966,0.9760
83,50,ETH: Buy BINANCE -> Sell COINBASE,307412.24,-0.6378,0.9757
83,100,ETH: Buy COINBASE -> Sell KRAKEN,309069.76,-2.0000,0.9757
83,150,ETH: Buy BINANCE -> Sell COINBASE,306952.15,-2.0000,0.9757
83,200,BNB: Buy KRAKEN -> Sell COINBASE,308938.89,-1.0524,0.9757
84,50,ETH: Buy COINBASE -> Sell KRAKEN,307342.76,-0.8033,0.9754
84,100,ETH: Buy COINBASE -> Sell KRAKEN,309346.25,4.9975,0.9754
84,150,ETH: Buy KRAKEN -> Sell COINBASE,308160.55,-0.2799,0.9754
84,200,BTC: Buy COINBASE -> Sell KRAKEN,309805.80,4.4294,0.9754
85,50,ETH: Buy BINANCE -> Sell COINBASE,307669.70,0.5022,0.9751
85,100,BNB: Buy BINANCE -> Sell COINBASE,308727.80,1.0104,0.9751
85,150,BNB: Buy KRAKEN -> Sell COINBASE,306335.32,-2.0000,0.9751
85,200,BTC: Buy KRAKEN -> Sell BINANCE,308154.79,-1.6832,0.9751
86,50,BNB: Buy COINBASE -> Sell BINANCE,307326.83,-0.5966,0.9748
86,100,BTC: Buy COINBASE -> Sell BINANCE,308576.00,-0.1121,0.9748
86,150,BNB: Buy KRAKEN -> Sell BINANCE,306882.26,-2.0000,0.9748
86,200,WAIT (Holding Capital),308075.56,-0.0100,0.9748
87,50,BNB: Buy BINANCE -> Sell KRAKEN,306922.68,0.6005,0.9745
87,100,ETH: Buy COINBASE -> Sell BINANCE,308545.45,8.8524,0.9745
87,150,ETH: Buy KRAKEN -> Sell BINANCE,306890.24,-0.8811,0.9745
87,200,ETH: Buy KRAKEN -> Sell COINBASE,308988.47,1.0121,0.9745
88,50,BNB: Buy COINBASE -> Sell BINANCE,307254.48,-0.4631,0.9742
88,100,ETH: Buy COINBASE -> Sell BINANCE,308909.73,-2.0000,0.9742
88,150,ETH: Buy COINBASE -> Sell BINANCE,308112.14,-2.0000,0.9742
88,200,BTC: Buy BINANCE -> Sell COINBASE,309559.44,5.1598,0.9742
89,50,BTC: Buy KRAKEN -> Sell BINANCE,307055.77,0.1128,0.9739
89,100,WAIT (Holding Capital),308993.87,-0.0100,0.9739
89,150,ETH: Buy KRAKEN -> Sell BINANCE,307360.43,0.9479,0.9739
89,200,ETH: Buy KRAKEN -> Sell COINBASE,308010.69,-0.6350,0.9739
90,50,BNB: Buy KRAKEN -> Sell BINANCE,307689.36,0.4705,0.9736
90,100,BNB: Buy COINBASE -> Sell BINANCE,309148.10,-0.6943,0.9736
90,150,BNB: Buy COINBASE -> Sell KRAKEN,307290.81,0.0114,0.9736
90,200,BNB: Buy COINBASE -> Sell BINANCE,308978.77,-1.0709,0.9736
91,50,BTC: Buy COINBASE -> Sell KRAKEN,307136.31,-0.8849,0.9734
91,100,BTC: Buy BINANCE -> Sell KRAKEN,308573.29,-1.5992,0.9734
91,150,BNB: Buy BINANCE -> Sell COINBASE,306796.85,-0.6586,0.9734
91,200,ETH: Buy COINBASE -> Sell KRAKEN,308776.24,1.1837,0.9734
92,50,BTC: Buy COINBASE -> Sell BINANCE,307622.04,-0.1149,0.9731
92,100,BNB: Buy BINANCE -> Sell KRAKEN,309181.08,0.1678,0.9731
92,150,BNB: Buy KRAKEN -> Sell COINBASE,307543.25,-0.9269,0.9731
92,200,BTC: Buy COINBASE -> Sell KRAKEN,308828.33,1.7469,0.9731
93,50,BTC: Buy BINANCE -> Sell KRAKEN,307388.59,-1.0394,0.9728
93,100,BNB: Buy BINANCE -> Sell KRAKEN,309175.16,-2.0000,0.9728
93,150,BTC: Buy BINANCE -> Sell COINBASE,306750.31,-1.6450,0.9728
93,200,BNB: Buy COINBASE -> Sell KRAKEN,309465.93,-2.0000,0.9728
94,50,ETH: Buy KRAKEN -> Sell BINANCE,307880.89,-0.5203,0.9725
94,100,BNB: Buy COINBASE -> Sell KRAKEN,309864.41,0.1408,0.9725
94,150,ETH: Buy BINANCE -> Sell KRAKEN,307909.03,1.0865,0.9725
94,200,BNB: Buy BINANCE -> Sell COINBASE,309450.66,-0.0975,0.9725
95,50,ETH: Buy KRAKEN -> Sell BINANCE,306973.10,0.3450,0.9722
95,100,BTC: Buy COINBASE -> Sell KRAKEN,308308.34,-0.4817,0.9722
95,150,ETH: Buy BINANCE -> Sell COINBASE,306175.11,-0.7929,0.9722
95,200,WAIT (Holding Capital),308190.20,-0.0100,0.9722
96,50,WAIT (Holding Capital),307556.93,-0.0100,0.9719
96,100,BTC: Buy COINBASE -> Sell KRAKEN,309450.77,-1.3728,0.9719
96,150,ETH: Buy COINBASE -> Sell KRAKEN,307669.32,-1.3460,0.9719
96,200,ETH: Buy KRAKEN -> Sell BINANCE,308918.62,-0.6744,0.9719
97,50,BTC: Buy KRAKEN -> Sell BINANCE,307787.82,-0.2878,0.9716
97,100,BTC: Buy COINBASE -> Sell BINANCE,310222.77,-0.9354,0.9716
97,150,ETH: Buy BINANCE -> Sell COINBASE,307706.19,-2.0000,0.9716
97,200,BTC: Buy KRAKEN -> Sell COINBASE,309138.41,-0.7511,0.9716
98,50,BTC: Buy KRAKEN -> Sell COINBASE,306923.61,-0.5922,0.9713
98,100,BNB: Buy BINANCE -> Sell KRAKEN,308659.89,-2.0000,0.9713
98,150,BTC: Buy BINANCE -> Sell KRAKEN,307378.51,0.5959,0.9713
98,200,ETH: Buy BINANCE -> Sell COINBASE,309059.70,-0.4595,0.9713
99,50,BTC: Buy KRAKEN -> Sell BINANCE,307941.87,-2.0000,0.9710
99,100,BNB: Buy KRAKEN -> Sell COINBASE,310232.99,-0.4126,0.9710
99,150,BNB: Buy BINANCE -> Sell KRAKEN,307801.87,-0.0497,0.9710
99,200,WAIT (Holding Capital),309484.42,-0.0100,0.9710
100,50,ETH: Buy KRAKEN -> Sell COINBASE,307287.83,-0.2586,0.9707
100,100,BTC: Buy KRAKEN -> Sell COINBASE,309096.57,0.2091,0.9707
100,150,BNB: Buy KRAKEN -> Sell COINBASE,307540.79,0.5748,0.9707
100,200,ETH: Buy COINBASE -> Sell KRAKEN,309544.34,0.0456,0.9707
101,50,BTC: Buy KRAKEN -> Sell BINANCE,307496.99,-2.0000,0.9704
101,100,BNB: Buy BINANCE -> Sell COINBASE,309227.51,-0.2089,0.9704
101,150,BNB: Buy KRAKEN -> Sell BINANCE,307759.44,-0.3731,0.9704
101,200,BTC: Buy KRAKEN -> Sell COINBASE,308705.29,1.6077,0.9704
102,50,WAIT (Holding Capital),308195.60,-0.0100,0.9702
102,100,BNB: Buy COINBASE -> Sell KRAKEN,310267.13,-0.5500,0.9702
102,150,BNB: Buy COINBASE -> Sell BINANCE,308700.34,-2.3175,0.9702
102,200,WAIT (Holding Capital),310011.99,-0.0100,0.9702
103,50,BNB: Buy KRAKEN -> Sell BINANCE,307433.12,-0.7899,0.9699
103,100,BTC: Buy KRAKEN -> Sell BINANCE,308838.43,-2.0000,0.9699
103,150,ETH: Buy COINBASE -> Sell BINANCE,306483.79,-0.6283,0.9699
103,200,BNB: Buy KRAKEN -> Sell BINANCE,307548.24,-2.0000,0.9699
104,50,ETH: Buy KRAKEN -> Sell COINBASE,307493.39,0.5371,0.9696
104,100,ETH: Buy COINBASE -> Sell BINANCE,308963.10,10.0588,0.9696
104,150,BTC: Buy KRAKEN -> Sell BINANCE,307314.23,-0.5125,0.9696
104,200,WAIT (Holding Capital),309094.28,-0.0100,0.9696
105,50,ETH: Buy BINANCE -> Sell KRAKEN,307007.13,0.4976,0.9693
105,100,BNB: Buy KRAKEN -> Sell COINBASE,308553.55,0.3410,0.9693
105,150,WAIT (Holding Capital),306425.46,-0.0100,0.9693
105,200,BTC: Buy BINANCE -> Sell COINBASE,307749.45,4.7218,0.9693
106,50,ETH: Buy BINANCE -> Sell KRAKEN,307380.89,-0.2487,0.9690
106,100,BTC: Buy COINBASE -> Sell BINANCE,308851.74,-0.3110,0.9690
106,150,BTC: Buy COINBASE -> Sell KRAKEN,306722.37,0.6572,0.9690
106,200,BNB: Buy KRAKEN -> Sell COINBASE,308015.44,0.5306,0.9690
107,50,BTC: Buy COINBASE -> Sell KRAKEN,307535.34,-0.4060,0.9687
107,100,BTC: Buy COINBASE -> Sell KRAKEN,310256.78,-2.0000,0.9687
107,150,WAIT (Holding Capital),308929.80,-0.0100,0.9687
107,200,WAIT (Holding Capital),310483.38,-0.0100,0.9687
108,50,WAIT (Holding Capital),306862.49,-0.0100,0.9684
108,100,ETH: Buy KRAKEN -> Sell BINANCE,308702.98,4.0140,0.9684
108,150,BTC: Buy COINBASE -> Sell KRAKEN,306661.47,0.7936,0.9684
108,200,BNB: Buy BINANCE -> Sell KRAKEN,308346.02,-0.3075,0.9684
109,50,BTC: Buy BINANCE -> Sell COINBASE,307621.36,-0.5078,0.9681
109,100,BTC: Buy COINBASE -> Sell BINANCE,309300.48,-0.3300,0.9681
109,150,BNB: Buy BINANCE -> Sell KRAKEN,308066.82,0.7849,0.9681
109,200,ETH: Buy KRAKEN -> Sell BINANCE,309168.37,-1.7103,0.9681
110,50,BTC: Buy COINBASE -> Sell BINANCE,307204.98,-0.4778,0.9678
110,100,BNB: Buy BINANCE -> Sell KRAKEN,309053.10,0.3032,0.9678
110,150,BTC: Buy KRAKEN -> Sell BINANCE,307354.70,-0.0783,0.9678
110,200,BNB: Buy BINANCE -> Sell KRAKEN,309565.35,0.2534,0.9678
111,50,ETH: Buy COINBASE -> Sell KRAKEN,307881.61,1.2982,0.9675
111,100,BTC: Buy COINBASE -> Sell BINANCE,310214.56,-1.2900,0.9675
111,150,BTC: Buy BINANCE -> Sell COINBASE,308644.63,0.6302,0.9675
111,200,ETH: Buy COINBASE -> Sell KRAKEN,310574.20,2.6545,0.9675
112,50,ETH: Buy BINANCE -> Sell KRAKEN,308286.95,-0.7004,0.9672
112,100,ETH: Buy KRAKEN -> Sell COINBASE,309863.89,0.5481,0.9672
112,150,BTC: Buy KRAKEN -> Sell COINBASE,307929.40,-0.4868,0.9672
112,200,ETH: Buy BINANCE -> Sell COINBASE,309112.25,-0.6176,0.9672
113,50,WAIT (Holding Capital),307206.25,-0.0100,0.9670
113,100,BTC: Buy KRAKEN -> Sell BINANCE,308479.93,-0.0651,0.9670
113,150,BTC: Buy COINBASE -> Sell BINANCE,307008.89,-2.0000,0.9670
113,200,BNB: Buy COINBASE -> Sell BINANCE,309108.82,0.3046,0.9670
114,50,BTC: Buy KRAKEN -> Sell COINBASE,307282.74,-1.1449,0.9667
114,100,BTC: Buy KRAKEN -> Sell COINBASE,309108.70,-1.4861,0.9667
114,150,BTC: Buy BINANCE -> Sell KRAKEN,307009.97,-2.0000,0.9667
114,200,ETH: Buy COINBASE -> Sell BINANCE,309205.76,0.6182,0.9667
115,50,ETH: Buy COINBASE -> Sell BINANCE,307845.53,-1.1139,0.9664
115,100,BNB: Buy BINANCE -> Sell COINBASE,309022.65,-2.0000,0.9664
115,150,BTC: Buy BINANCE -> Sell COINBASE,307163.86,-2.0000,0.9664
115,200,ETH: Buy COINBASE -> Sell KRAKEN,308693.96,-1.4734,0.9664
116,50,ETH: Buy COINBASE -> Sell KRAKEN,307752.34,-0.6777,0.9661
116,100,BTC: Buy BINANCE -> Sell COINBASE,308730.36,-0.2306,0.9661
116,150,BTC: Buy COINBASE -> Sell KRAKEN,307181.93,2.0084,0.9661
116,200,ETH: Buy KRAKEN -> Sell COINBASE,308763.07,0.7212,0.9661
117,50,ETH: Buy BINANCE -> Sell KRAKEN,306795.87,0.1031,0.9658
117,100,BTC: Buy BINANCE -> Sell COINBASE,309281.26,-0.6640,0.9658
117,150,BTC: Buy BINANCE -> Sell COINBASE,308139.01,-0.1440,0.9658
117,200,BTC: Buy COINBASE -> Sell BINANCE,310210.53,-2.0000,0.9658
118,50,ETH: Buy COINBASE -> Sell BINANCE,307421.55,0.1046,0.9655
118,100,BTC: Buy KRAKEN -> Sell BINANCE,309211.18,-0.0883,0.9655
118,150,BNB: Buy KRAKEN -> Sell COINBASE,307362.22,-1.4286,0.9655
118,200,WAIT (Holding Capital),308901.44,-0.0100,0.9655
119,50,BNB: Buy BINANCE -> Sell COINBASE,307993.14,-0.6656,0.9652
119,100,BNB: Buy BINANCE -> Sell KRAKEN,309817.17,0.5885,0.9652
119,150,ETH: Buy BINANCE -> Sell KRAKEN,307303.52,0.6552,0.9652
119,200,BNB: Buy BINANCE -> Sell KRAKEN,310018.25,0.3495,0.9652
120,50,BTC: Buy BINANCE -> Sell COINBASE,307515.63,-0.1488,0.9649
120,100,BNB: Buy KRAKEN -> Sell COINBASE,308818.77,0.2830,0.9649
120,150,BTC: Buy BINANCE -> Sell COINBASE,306907.79,-0.6725,0.9649
120,200,BNB: Buy BINANCE -> Sell KRAKEN,309226.65,0.5508,0.9649
121,50,ETH: Buy COINBASE -> Sell KRAKEN,307689.68,-0.4720,0.9646
121,100,ETH: Buy BINANCE -> Sell COINBASE,309605.35,-0.6117,0.9646
121,150,ETH: Buy BINANCE -> Sell KRAKEN,307478.79,-1.9412,0.9646
121,200,ETH: Buy BINANCE -> Sell COINBASE,309719.23,-0.8578,0.9646
122,50,WAIT (Holding Capital),307547.60,-0.0100,0.9643
122,100,ETH: Buy BINANCE -> Sell COINBASE,309885.16,-0.2304,0.9643
122,150,BNB: Buy KRAKEN -> Sell COINBASE,308100.21,-0.8361,0.9643
122,200,WAIT (Holding Capital),309534.15,-0.0100,0.9643
123,50,BTC: Buy KRAKEN -> Sell COINBASE,307525.11,-2.0000,0.9641
123,100,WAIT (Holding Capital),309388.03,-0.0100,0.9641
123,150,BTC: Buy BINANCE -> Sell KRAKEN,307733.98,-0.6599,0.9641
123,200,BTC: Buy KRAKEN -> Sell COINBASE,308907.29,-1.3794,0.9641
124,50,ETH: Buy KRAKEN -> Sell BINANCE,307405.47,0.0124,0.9638
124,100,WAIT (Holding Capital),309682.52,-0.0100,0.9638
124,150,ETH: Buy COINBASE -> Sell KRAKEN,307960.82,-1.0482,0.9638
124,200,BTC: Buy COINBASE -> Sell BINANCE,309958.22,-0.1285,0.9638
125,50,BNB: Buy BINANCE -> Sell KRAKEN,307373.93,0.1683,0.9635
125,100,ETH: Buy KRAKEN -> Sell COINBASE,309773.45,0.2614,0.9635
125,150,ETH: Buy COINBASE -> Sell KRAKEN,308127.77,-1.2439,0.9635
125,200,ETH: Buy COINBASE -> Sell KRAKEN,310958.14,-1.7300,0.9635
126,50,ETH: Buy KRAKEN -> Sell BINANCE,307452.92,-0.1465,0.9632
126,100,ETH: Buy COINBASE -> Sell BINANCE,309128.90,-2.0000,0.9632
126,150,ETH: Buy COINBASE -> Sell BINANCE,307542.42,0.1553,0.9632
126,200,BTC: Buy KRAKEN -> Sell BINANCE,307844.69,1.1870,0.9632
127,50,ETH: Buy KRAKEN -> Sell BINANCE,306726.41,-2.0000,0.9629
127,100,BNB: Buy BINANCE -> Sell COINBASE,308237.67,-0.1598,0.9629
127,150,BNB: Buy COINBASE -> Sell KRAKEN,306171.48,-0.4686,0.9629
127,200,WAIT (Holding Capital),306866.89,-0.0100,0.9629
128,50,ETH: Buy KRAKEN -> Sell COINBASE,307290.57,-0.4091,0.9626
128,100,ETH: Buy BINANCE -> Sell KRAKEN,309840.37,-0.8067,0.9626
128,150,ETH: Buy BINANCE -> Sell KRAKEN,307756.77,-0.6114,0.9626
128,200,ETH: Buy KRAKEN -> Sell COINBASE,309021.15,-2.0000,0.9626
129,50,ETH: Buy BINANCE -> Sell COINBASE,307117.38,0.0294,0.9623
129,100,ETH: Buy BINANCE -> Sell KRAKEN,308883.42,-0.1111,0.9623
129,150,ETH: Buy KRAKEN -> Sell BINANCE,306694.24,-2.0000,0.9623
129,200,BTC: Buy KRAKEN -> Sell COINBASE,308167.65,-2.0000,0.9623
130,50,BTC: Buy COINBASE -> Sell BINANCE,307158.49,-0.9877,0.9620
130,100,WAIT (Holding Capital),308753.06,-0.0100,0.9620
130,150,BTC: Buy COINBASE -> Sell BINANCE,307547.20,-2.0000,0.9620
130,200,ETH: Buy COINBASE -> Sell BINANCE,309728.64,-1.1328,0.9620
131,50,BTC: Buy KRAKEN -> Sell COINBASE,307519.44,-0.0079,0.9617
131,100,BTC: Buy KRAKEN -> Sell BINANCE,309184.81,0.7244,0.9617
131,150,ETH: Buy BINANCE -> Sell KRAKEN,306926.80,-0.2410,0.9617
131,200,BTC: Buy BINANCE -> Sell KRAKEN,308514.57,9.9117,0.9617
132,50,ETH: Buy COINBASE -> Sell BINANCE,307765.84,-0.0704,0.9615
132,100,BTC: Buy COINBASE -> Sell BINANCE,309119.10,-0.6833,0.9615
132,150,BNB: Buy KRAKEN -> Sell BINANCE,307440.35,-0.7043,0.9615
132,200,BTC: Buy KRAKEN -> Sell COINBASE,308488.73,-0.5771,0.9615
133,50,ETH: Buy BINANCE -> Sell KRAKEN,307992.87,-0.2857,0.9612
133,100,BNB: Buy COINBASE -> Sell BINANCE,309253.36,0.2479,0.9612
133,150,BNB: Buy COINBASE -> Sell BINANCE,307812.60,-2.0000,0.9612
133,200,ETH: Buy KRAKEN -> Sell BINANCE,308931.19,-2.0000,0.9612
134,50,BTC: Buy KRAKEN -> Sell COINBASE,307821.28,-0.4024,0.9609
134,100,WAIT (Holding Capital),310146.02,-0.0100,0.9609
134,150,WAIT (Holding Capital),307854.80,-0.0100,0.9609
134,200,ETH: Buy COINBASE -> Sell KRAKEN,309356.84,-1.7303,0.9609
135,50,BTC: Buy BINANCE -> Sell KRAKEN,306854.23,-0.6569,0.9606
135,100,ETH: Buy COINBASE -> Sell BINANCE,308191.15,-2.0000,0.9606
135,150,BTC: Buy KRAKEN -> Sell COINBASE,306221.77,0.2189,0.9606
135,200,BTC: Buy BINANCE -> Sell KRAKEN,307470.69,10.1432,0.9606
136,50,BTC: Buy COINBASE -> Sell BINANCE,307433.14,-0.2897,0.9603
136,100,ETH: Buy BINANCE -> Sell KRAKEN,308937.08,-2.0000,0.9603
136,150,BNB: Buy KRAKEN -> Sell COINBASE,307278.05,-0.0622,0.9603
136,200,BNB: Buy BINANCE -> Sell KRAKEN,308734.18,0.7188,0.9603
137,50,BNB: Buy KRAKEN -> Sell BINANCE,306884.98,0.3879,0.9600
137,100,BNB: Buy KRAKEN -> Sell COINBASE,308862.59,0.4155,0.9600
137,150,ETH: Buy KRAKEN -> Sell COINBASE,307104.54,-0.0321,0.9600
137,200,ETH: Buy COINBASE -> Sell KRAKEN,309035.42,-0.4970,0.9600
138,50,WAIT (Holding Capital),307461.98,-0.0100,0.9597
138,100,BTC: Buy KRAKEN -> Sell BINANCE,309191.71,-0.7411,0.9597
138,150,WAIT (Holding Capital),307920.51,-0.0100,0.9597
138,200,BNB: Buy COINBASE -> Sell KRAKEN,309986.22,0.9982,0.9597
139,50,BNB: Buy BINANCE -> Sell KRAKEN,307747.96,-2.0000,0.9594
139,100,BTC: Buy COINBASE -> Sell KRAKEN,309021.61,0.1703,0.9594
139,150,WAIT (Holding Capital),307584.96,-0.0100,0.9594
139,200,ETH: Buy KRAKEN -> Sell BINANCE,308905.34,-0.5307,0.9594
140,50,BNB: Buy BINANCE -> Sell COINBASE,307270.20,-0.4607,0.9592
140,100,ETH: Buy COINBASE -> Sell KRAKEN,309289.29,5.7697,0.9592
140,150,BNB: Buy COINBASE -> Sell BINANCE,307963.54,-0.3157,0.9592
140,200,BNB: Buy COINBASE -> Sell KRAKEN,309955.52,-1.2185,0.9592
141,50,BNB: Buy KRAKEN -> Sell BINANCE,306751.34,0.0308,0.9589
141,100,BNB: Buy BINANCE -> Sell COINBASE,307782.55,-0.7713,0.9589
141,150,BNB: Buy BINANCE -> Sell KRAKEN,306009.66,-1.2229,0.9589
141,200,BTC: Buy BINANCE -> Sell COINBASE,306973.58,4.0587,0.9589
142,50,ETH: Buy COINBASE -> Sell BINANCE,307192.70,0.5832,0.9586
142,100,ETH: Buy COINBASE -> Sell BINANCE,308640.05,11.0398,0.9586
142,150,BTC: Buy BINANCE -> Sell KRAKEN,306910.67,-1.7005,0.9586
142,200,ETH: Buy BINANCE -> Sell COINBASE,308581.16,-0.0793,0.9586
143,50,BTC: Buy COINBASE -> Sell BINANCE,308211.24,-1.1413,0.9583
143,100,BNB: Buy KRAKEN -> Sell BINANCE,310066.07,-0.2338,0.9583
143,150,ETH: Buy BINANCE -> Sell KRAKEN,307894.40,-0.5403,0.9583
143,200,BTC: Buy KRAKEN -> Sell COINBASE,308951.41,-0.3162,0.9583
144,50,BNB: Buy BINANCE -> Sell KRAKEN,307327.87,0.1320,0.9580
144,100,BTC: Buy COINBASE -> Sell KRAKEN,308806.89,0.3160,0.9580
144,150,ETH: Buy COINBASE -> Sell BINANCE,307703.85,0.8659,0.9580
144,200,ETH: Buy COINBASE -> Sell KRAKEN,309549.00,-0.3873,0.9580
145,50,ETH: Buy KRAKEN -> Sell BINANCE,307325.82,-0.1948,0.9577
145,100,ETH: Buy BINANCE -> Sell KRAKEN,309234.35,0.0982,0.9577
145,150,BNB: Buy BINANCE -> Sell KRAKEN,308273.04,1.5491,0.9577
145,200,BTC: Buy KRAKEN -> Sell COINBASE,310402.20,0.1314,0.9577
146,50,WAIT (Holding Capital),307593.82,-0.0100,0.9574
146,100,ETH: Buy COINBASE -> Sell BINANCE,309260.19,11.0134,0.9574
146,150,BTC: Buy COINBASE -> Sell KRAKEN,307936.77,-1.9978,0.9574
146,200,ETH: Buy BINANCE -> Sell COINBASE,309268.76,-0.6466,0.9574
147,50,BTC: Buy BINANCE -> Sell KRAKEN,307346.49,-2.0000,0.9571
147,100,WAIT (Holding Capital),308970.40,-0.0100,0.9571
147,150,BNB: Buy BINANCE -> Sell KRAKEN,306953.17,-0.3880,0.9571
147,200,BNB: Buy COINBASE -> Sell KRAKEN,308001.99,-1.5428,0.9571
148,50,BNB: Buy COINBASE -> Sell KRAKEN,307386.50,-0.9185,0.9569
148,100,BNB: Buy KRAKEN -> Sell COINBASE,309026.04,-0.0998,0.9569
148,150,BTC: Buy KRAKEN -> Sell BINANCE,306707.45,-0.6586,0.9569
148,200,BNB: Buy KRAKEN -> Sell COINBASE,308840.29,-0.6871,0.9569
149,50,BTC: Buy BINANCE -> Sell COINBASE,307603.19,-0.7661,0.9566
149,100,BTC: Buy KRAKEN -> Sell BINANCE,309352.32,0.3660,0.9566
149,150,ETH: Buy KRAKEN -> Sell BINANCE,308192.19,-0.6407,0.9566
149,200,BTC: Buy KRAKEN -> Sell COINBASE,310439.71,-0.1043,0.9566
150,50,BTC: Buy BINANCE -> Sell KRAKEN,307778.83,-0.2738,0.9563
150,100,BNB: Buy BINANCE -> Sell KRAKEN,309289.73,-0.0897,0.9563
150,150,BTC: Buy BINANCE -> Sell KRAKEN,307086.31,-1.1769,0.9563
150,200,ETH: Buy COINBASE -> Sell BINANCE,308166.52,-2.0000,0.9563
151,50,BTC: Buy BINANCE -> Sell KRAKEN,307541.42,0.0408,0.9560
151,100,BTC: Buy BINANCE -> Sell COINBASE,309415.07,0.1956,0.9560
151,150,BNB: Buy KRAKEN -> Sell COINBASE,307249.55,1.6082,0.9560
151,200,ETH: Buy KRAKEN -> Sell COINBASE,308543.25,-1.0974,0.9560
152,50,BNB: Buy BINANCE -> Sell COINBASE,307937.68,0.6736,0.9557
152,100,ETH: Buy BINANCE -> Sell KRAKEN,309455.21,-0.6238,0.9557
152,150,BNB: Buy COINBASE -> Sell KRAKEN,307731.74,0.1293,0.9557
152,200,BTC: Buy COINBASE -> Sell KRAKEN,309161.72,3.7086,0.9557
153,50,ETH: Buy KRAKEN -> Sell BINANCE,307174.10,-0.3059,0.9554
153,100,BNB: Buy BINANCE -> Sell KRAKEN,309081.30,-0.3620,0.9554
153,150,BTC: Buy BINANCE -> Sell KRAKEN,306798.90,0.3596,0.9554
153,200,BTC: Buy COINBASE -> Sell BINANCE,307690.52,-0.9735,0.9554
154,50,ETH: Buy COINBASE -> Sell BINANCE,306967.56,-1.0132,0.9551
154,100,BNB: Buy COINBASE -> Sell KRAKEN,308992.91,0.9062,0.9551
154,150,BNB: Buy COINBASE -> Sell BINANCE,307206.96,0.8983,0.9551
154,200,BNB: Buy BINANCE -> Sell KRAKEN,308450.26,-1.2877,0.9551
155,50,ETH: Buy BINANCE -> Sell COINBASE,307218.97,-1.0971,0.9548
155,100,BNB: Buy COINBASE -> Sell KRAKEN,309477.19,-2.0000,0.9548
155,150,BTC: Buy KRAKEN -> Sell COINBASE,307772.13,-1.7181,0.9548
155,200,BNB: Buy BINANCE -> Sell KRAKEN,309091.48,-1.1221,0.9548
156,50,WAIT (Holding Capital),307192.40,-0.0100,0.9546
156,100,ETH: Buy COINBASE -> Sell KRAKEN,309536.49,4.8499,0.9546
156,150,BNB: Buy KRAKEN -> Sell COINBASE,307888.39,-1.8033,0.9546
156,200,WAIT (Holding Capital),309523.73,-0.0100,0.9546
157,50,BNB: Buy BINANCE -> Sell KRAKEN,306918.90,-0.6773,0.9543
157,100,WAIT (Holding Capital),307946.78,-0.0100,0.9543
157,150,BNB: Buy BINANCE -> Sell COINBASE,306772.48,-0.9404,0.9543
157,200,BNB: Buy COINBASE -> Sell BINANCE,308130.35,-2.0000,0.9543
158,50,ETH: Buy KRAKEN -> Sell BINANCE,307274.97,0.1533,0.9540
158,100,ETH: Buy COINBASE -> Sell KRAKEN,308858.65,4.3739,0.9540
158,150,BTC: Buy KRAKEN -> Sell BINANCE,306886.60,-2.0000,0.9540
158,200,BTC: Buy BINANCE -> Sell KRAKEN,308229.92,9.7936,0.9540
159,50,BNB: Buy COINBASE -> Sell BINANCE,307483.57,-0.1290,0.9537
159,100,BNB: Buy COINBASE -> Sell BINANCE,308900.30,-0.3461,0.9537
159,150,BTC: Buy KRAKEN -> Sell COINBASE,307374.42,0.3901,0.9537
159,200,BTC: Buy COINBASE -> Sell KRAKEN,308974.57,4.1042,0.9537
160,50,BTC: Buy COINBASE -> Sell BINANCE,307061.92,-0.3558,0.9534
160,100,ETH: Buy KRAKEN -> Sell BINANCE,309148.67,5.1016,0.9534
160,150,BTC: Buy KRAKEN -> Sell BINANCE,307819.07,0.5208,0.9534
160,200,BNB: Buy BINANCE -> Sell COINBASE,309499.59,0.3241,0.9534
161,50,ETH: Buy COINBASE -> Sell KRAKEN,307551.95,-0.9164,0.9531
161,100,ETH: Buy KRAKEN -> Sell BINANCE,308661.71,5.9992,0.9531
161,150,BNB: Buy BINANCE -> Sell KRAKEN,306557.83,-0.2371,0.9531
161,200,BTC: Buy BINANCE -> Sell KRAKEN,308701.87,8.7943,0.9531
162,50,ETH: Buy BINANCE -> Sell COINBASE,307234.38,-0.7117,0.9528
162,100,BNB: Buy COINBASE -> Sell KRAKEN,308791.29,-2.0000,0.9528
162,150,ETH: Buy KRAKEN -> Sell BINANCE,307251.31,-0.3912,0.9528
162,200,ETH: Buy COINBASE -> Sell KRAKEN,309232.80,-1.2344,0.9528
163,50,BTC: Buy KRAKEN -> Sell BINANCE,307855.85,-1.1577,0.9526
163,100,BNB: Buy BINANCE -> Sell COINBASE,310124.30,-2.0000,0.9526
163,150,BTC: Buy BINANCE -> Sell KRAKEN,308121.63,0.5990,0.9526
163,200,BNB: Buy BINANCE -> Sell KRAKEN,309844.52,-0.0546,0.9526
164,50,ETH: Buy KRAKEN -> Sell COINBASE,307938.00,-1.3666,0.9523
